page_id,text,label,Pattern Category,source_dataset
SYN_NOT_0235,See product specifications. Online only. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_MIS_0046,Continue without protection or savings. Terms apply. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_URG_0118,Act now to keep your discount active. Available in accessories. Don't miss out.,1,Urgency,synthetic
SYN_NOT_0415,See product specifications. Offer subject to availability. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0111,View shipping policy. Available in beauty. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0005,Complete your order in the next 30 minutes to keep this deal. Available in sports. A quick decision could save you money.,1,Urgency,synthetic
SYN_MIS_0322,Proceed without applying the available coupon. Terms apply. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SOC_0044,2 shoppers viewed this item in the last hour. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0386,Complete your order in the next 60 minutes to keep this deal. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0205,"No, I don't want to claim this deal. Available in fashion. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_NOT_0359,Add item to wishlist. Shop winter jacket now.,0,Not Dark Pattern,synthetic
SYN_SCA_0023,Inventory is running low on this item. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0466,Contact customer support. Online only. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_NOT_0208,Contact customer support. Shop skin serum now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0369,Open the size guide. Offer subject to availability. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0060,Only a handful remain in stock. Available in fashion. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0375,See product specifications. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0207,View shipping policy. Available in office.,0,Not Dark Pattern,synthetic
SYN_MIS_0072,"No thanks, I prefer to pay full price. Terms apply. The reject path is framed in a guilt-inducing way.",1,Misdirection,synthetic
SYN_NOT_0102,Read our returns information. Available in fashion.,0,Not Dark Pattern,synthetic
SYN_MIS_0181,Skip the discount and move on. Online only. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0289,View shipping policy. Shop hoodie now.,0,Not Dark Pattern,synthetic
SYN_MIS_0052,Ignore the bundle and keep fewer benefits. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_MIS_0446,Leave this page without unlocking extra value. Online only. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SOC_0254,Many shoppers are checking out this item today. Shop travel mug now.,1,Social Proof,synthetic
SYN_URG_0164,Last chance to unlock this offer before midnight. Shop desk lamp now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0067,"Low stock alert: just 30 items remain. Available in office. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0392,Proceed without applying the available coupon. Online only.,1,Misdirection,synthetic
SYN_URG_0320,Final hours to claim 5% off selected items. Online only.,1,Urgency,synthetic
SYN_SOC_0455,Popular choice this week. Terms apply.,1,Social Proof,synthetic
SYN_SCA_0030,"Low stock alert: just 8 items remain. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0147,"No, I don't want to claim this deal. Offer subject to availability. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_SOC_0463,1 shoppers viewed this item in the last hour. Offer subject to availability. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_MIS_0282,"No, I don't want to claim this deal. Shop wireless earbuds now. The reject path is framed in a guilt-inducing way.",1,Misdirection,synthetic
SYN_NOT_0158,See product specifications. Available in home. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SCA_0283,Inventory is running low on this item. Offer subject to availability.,1,Scarcity,synthetic
SYN_NOT_0308,Contact customer support. Available in office. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_URG_0267,Act now to keep your discount active. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0177,Only today: save 5% before the countdown expires. Available in accessories. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0281,Best-selling item in its collection. Shop phone case now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_NOT_0374,Contact customer support. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SOC_0160,Frequently bought by customers browsing this category. Offer subject to availability. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0217,Best-selling item in its collection. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0470,Filter by color and size. Shop wireless earbuds now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0009,Leave this page without unlocking extra value. Terms apply.,1,Misdirection,synthetic
SYN_URG_0324,This special price ends in 5 hours. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0435,5 people added this item to cart today. Shop skin serum now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0409,A top pick among recent visitors. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0046,Read our returns information. Offer subject to availability. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0416,Hurry — this promotion closes in 8 hours. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0188,View shipping policy. Online only. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SOC_0494,7 shoppers viewed this item in the last hour. Terms apply. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0284,Popular choice this week. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0333,Check delivery options. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_URG_0477,This special price ends in 3 hours. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0196,Add item to wishlist. Online only. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SCA_0061,"Inventory is running low on this item. Offer subject to availability. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0407,Only 45 available in your selected size. Available in office. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0042,Continue without protection or savings. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0005,Contact customer support. Online only. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SOC_0095,Trending now with online shoppers. Online only. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0147,This special price ends in 3 hours. Terms apply.,1,Urgency,synthetic
SYN_SCA_0112,Few left at this price. Available in beauty.,1,Scarcity,synthetic
SYN_URG_0251,Only today: save 40% before the countdown expires. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0468,A top pick among recent visitors. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0141,Leave this page without unlocking extra value. Shop hoodie now.,1,Misdirection,synthetic
SYN_SOC_0140,Many shoppers are checking out this item today. Shop skin serum now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0500,Add item to wishlist. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0032,Check delivery options. Available in sports. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0479,Check delivery options. Online only. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SCA_0303,"Demand is high and supply is limited. Shop winter jacket now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0096,Low stock alert: just 10 items remain. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0362,"No thanks, I prefer to pay full price. Shop water bottle now. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_NOT_0061,Read care instructions. Available in office. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0315,Add item to wishlist. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0081,Trending now with online shoppers. Shop wireless earbuds now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0436,3 people added this item to cart today. Online only. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0458,Checkout now to avoid missing today's offer. A quick decision could save you money.,1,Urgency,synthetic
SYN_MIS_0219,"No thanks, I prefer to pay full price. Online only.",1,Misdirection,synthetic
SYN_MIS_0075,Dismiss the offer and continue checkout. Available in home.,1,Misdirection,synthetic
SYN_SCA_0094,Only 8 available in your selected size. Shop skin serum now. It may not be available later today.,1,Scarcity,synthetic
SYN_NOT_0123,Open the size guide. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0375,Continue without protection or savings. Terms apply. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_URG_0041,Complete your order in the next 8 minutes to keep this deal. Shop winter jacket now. Don't miss out.,1,Urgency,synthetic
SYN_URG_0129,Last chance to unlock this offer before midnight. Don't miss out.,1,Urgency,synthetic
SYN_URG_0380,Hurry — this promotion closes in 25 hours. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0479,This product is getting a lot of attention right now. Available in home. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0009,Checkout now to avoid missing today's offer.,1,Urgency,synthetic
SYN_URG_0078,Flash sale ends soon — secure your cart in 7 minutes. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0080,Your reserved price expires in 7 minutes. Shop gaming mouse now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0351,Checkout now to avoid missing today's offer. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0227,Only today: save 30% before the countdown expires. Available in accessories. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0163,Ignore the bundle and keep fewer benefits. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SOC_0269,Frequently bought by customers browsing this category. Available in accessories. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SCA_0275,Only 7 available in your selected size. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0124,Add item to wishlist. Available in electronics. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0267,See product specifications. Terms apply. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0337,Low stock alert: just 2 items remain. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0448,Best-selling item in its collection. Available in fashion. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0319,Trending now with online shoppers. Available in home. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SCA_0121,Only 3 available in your selected size. Shop desk lamp now. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0237,Only 45 left in stock. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0075,5 people added this item to cart today. Offer subject to availability. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0201,Checkout now to avoid missing today's offer. Available in home.,1,Urgency,synthetic
SYN_SCA_0436,Only 60 available in your selected size. Shop running shoes now.,1,Scarcity,synthetic
SYN_URG_0238,Flash sale ends soon — secure your cart in 30 minutes. Terms apply. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0011,"Only a handful remain in stock. Available in fashion. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_NOT_0100,View shipping policy. Terms apply.,0,Not Dark Pattern,synthetic
SYN_URG_0178,This special price ends in 45 hours. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0122,Hurry — this promotion closes in 20 hours. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0408,Trending now with online shoppers. Offer subject to availability. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0346,Read care instructions. Shop desk lamp now.,0,Not Dark Pattern,synthetic
SYN_NOT_0290,Read care instructions. Terms apply. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SCA_0429,Few left at this price. Shop skin serum now. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0018,Continue without savings. Online only. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_URG_0375,Checkout now to avoid missing today's offer. Shop winter jacket now.,1,Urgency,synthetic
SYN_SCA_0333,Selling fast — only 25 units available. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0282,Act now to keep your discount active. Terms apply.,1,Urgency,synthetic
SYN_NOT_0421,Add item to wishlist. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0294,Read care instructions. Terms apply. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0117,Only 25 available in your selected size. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0385,"No, I don't want to claim this deal. Offer subject to availability. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_URG_0389,Hurry — this promotion closes in 12 hours. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_NOT_0163,View shipping policy. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0403,"No, I don't want to claim this deal. Online only. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_NOT_0296,Add item to wishlist. Offer subject to availability. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0218,This product is getting a lot of attention right now. Offer subject to availability. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0307,8 shoppers viewed this item in the last hour. Terms apply. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SCA_0142,"Selling fast — only 7 units available. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0499,Popular choice this week. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0038,4 shoppers viewed this item in the last hour. Shop notebook now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0087,Best-selling item in its collection. Available in sports. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_NOT_0201,Open the size guide. Available in accessories. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SCA_0384,Only 7 available in your selected size. Terms apply. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0459,Skip the discount and move on. Available in fashion. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SCA_0143,Almost gone: limited inventory remaining. Terms apply. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0087,Checkout now to avoid missing today's offer. Shop backpack now. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0376,15 shoppers viewed this item in the last hour. Online only. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0169,Last chance to unlock this offer before midnight. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0140,Open the size guide. Available in electronics.,0,Not Dark Pattern,synthetic
SYN_NOT_0418,Read care instructions. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0128,One of the most viewed products right now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0100,Your reserved price expires in 1 minutes. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0296,Popular choice this week. Online only. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SCA_0024,Demand is high and supply is limited. Available in accessories. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0332,Selling fast — only 30 units available. Available in beauty. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0180,15 shoppers viewed this item in the last hour. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0181,One of the most viewed products right now. Shop running shoes now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0392,Best-selling item in its collection. Available in beauty. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0205,Trending now with online shoppers. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0337,Check delivery options. Shop notebook now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0172,Leave this page without unlocking extra value. Shop hoodie now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0397,Read care instructions. Available in home. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0486,Your reserved price expires in 2 minutes. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0211,I do not want the better offer. Available in accessories. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_URG_0011,This special price ends in 8 hours. Shop phone case now. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0281,Only a handful remain in stock. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0128,Only 8 left in stock. Online only. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0477,Read our returns information. Offer subject to availability.,0,Not Dark Pattern,synthetic
SYN_SOC_0329,Popular choice this week. Available in sports. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0252,Hurry — this promotion closes in 45 hours.,1,Urgency,synthetic
SYN_NOT_0248,Open the size guide. Available in beauty. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_MIS_0421,Dismiss the offer and continue checkout. Terms apply.,1,Misdirection,synthetic
SYN_SOC_0447,10 people added this item to cart today. Shop winter jacket now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0390,Trending now with online shoppers. Shop notebook now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0138,Inventory is running low on this item. Terms apply.,1,Scarcity,synthetic
SYN_SOC_0159,8 shoppers viewed this item in the last hour. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0038,Only today: save 50% before the countdown expires. Online only. This could be your best offer today.,1,Urgency,synthetic
SYN_NOT_0155,Read our returns information. Online only.,0,Not Dark Pattern,synthetic
SYN_SOC_0498,25 shoppers viewed this item in the last hour. Available in sports. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_MIS_0140,Ignore the bundle and keep fewer benefits. Terms apply. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_URG_0436,Checkout now to avoid missing today's offer. Available in beauty. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0272,3 people added this item to cart today. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SCA_0368,Inventory is running low on this item. Available in beauty. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0413,"No, I don't want to claim this deal. Online only. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_URG_0435,Flash sale ends soon — secure your cart in 25 minutes. Available in fashion. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0079,Skip the discount and move on. Shop coffee maker now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SOC_0083,25 people added this item to cart today. Terms apply. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0173,A top pick among recent visitors. Shop wireless earbuds now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_MIS_0405,Continue without protection or savings. Offer subject to availability. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0033,Flash sale ends soon — secure your cart in 25 minutes. Available in beauty.,1,Urgency,synthetic
SYN_NOT_0311,Contact customer support. Terms apply. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_URG_0065,Only today: save 5% before the countdown expires. Terms apply. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0397,Flash sale ends soon — secure your cart in 1 minutes. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0023,5 people added this item to cart today. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0339,"Only a handful remain in stock. Available in sports. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0010,Leave this page without unlocking extra value.,1,Misdirection,synthetic
SYN_NOT_0272,See product specifications. Online only.,0,Not Dark Pattern,synthetic
SYN_NOT_0081,Read care instructions. Shop notebook now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_MIS_0248,Leave this page without unlocking extra value. Shop notebook now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_URG_0379,Checkout now to avoid missing today's offer. Available in fashion. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0453,Continue without savings. Offer subject to availability. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_MIS_0056,Ignore the bundle and keep fewer benefits. Available in home. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SCA_0012,Selling fast — only 3 units available. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0450,Open the size guide. Shop backpack now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_NOT_0157,See product specifications. Terms apply.,0,Not Dark Pattern,synthetic
SYN_MIS_0380,Continue without savings. Shop running shoes now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SOC_0391,2 shoppers viewed this item in the last hour. Online only.,1,Social Proof,synthetic
SYN_SCA_0324,Few left at this price. Shop desk lamp now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0475,Only 5 left in stock. Shop water bottle now. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0263,Read our returns information. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0048,Read care instructions. Shop winter jacket now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_MIS_0348,Continue without savings. Available in fashion. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SCA_0278,Low stock alert: just 8 items remain. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0290,Dismiss the offer and continue checkout. Terms apply. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0029,Read our returns information. Available in accessories. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0015,Flash sale ends soon — secure your cart in 20 minutes. Shop sneakers now. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0142,15 shoppers viewed this item in the last hour. Offer subject to availability. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0382,Flash sale ends soon — secure your cart in 1 minutes. Online only.,1,Urgency,synthetic
SYN_MIS_0371,"No thanks, I prefer to pay full price.",1,Misdirection,synthetic
SYN_URG_0394,Only today: save 50% before the countdown expires. Available in fashion. Don't miss out.,1,Urgency,synthetic
SYN_NOT_0200,Browse related products. Terms apply. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0338,"No, I don't want to claim this deal. Terms apply. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_MIS_0298,Skip the discount and move on. Available in sports. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_URG_0235,Your reserved price expires in 45 minutes. Available in accessories. A quick decision could save you money.,1,Urgency,synthetic
SYN_MIS_0465,Dismiss the offer and continue checkout. Available in accessories.,1,Misdirection,synthetic
SYN_SOC_0034,Popular choice this week. Available in electronics. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SCA_0064,Selling fast — only 2 units available.,1,Scarcity,synthetic
SYN_SOC_0174,Many shoppers are checking out this item today. Shop hoodie now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0341,Act now to keep your discount active. Available in beauty. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0084,Final hours to claim 50% off selected items. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0279,View shipping policy. Shop phone case now.,0,Not Dark Pattern,synthetic
SYN_SCA_0257,Stock is nearly sold out. Available in beauty. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0199,Only today: save 25% before the countdown expires. Shop water bottle now. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0333,Best-selling item in its collection. Shop yoga mat now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0240,A top pick among recent visitors. Shop winter jacket now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0440,Hurry — this promotion closes in 60 hours. Available in fashion. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0225,Frequently bought by customers browsing this category. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0304,Read our returns information. Available in beauty. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0148,Last chance to unlock this offer before midnight. Available in home.,1,Urgency,synthetic
SYN_NOT_0280,Add item to wishlist. Shop gaming mouse now.,0,Not Dark Pattern,synthetic
SYN_SOC_0428,8 shoppers viewed this item in the last hour. Offer subject to availability. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0066,Selling fast — only 7 units available. Offer subject to availability. It may not be available later today.,1,Scarcity,synthetic
SYN_SCA_0086,Inventory is running low on this item. Shop yoga mat now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0300,Continue without savings. Available in sports. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_NOT_0203,Add item to wishlist. Shop coffee maker now.,0,Not Dark Pattern,synthetic
SYN_URG_0495,Final hours to claim 30% off selected items. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0013,Proceed without applying the available coupon. Available in fashion.,1,Misdirection,synthetic
SYN_NOT_0292,Contact customer support. Available in sports. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0186,Frequently bought by customers browsing this category.,1,Social Proof,synthetic
SYN_MIS_0442,Continue without savings. Terms apply.,1,Misdirection,synthetic
SYN_MIS_0208,Skip the discount and move on.,1,Misdirection,synthetic
SYN_SCA_0344,"Only 8 available in your selected size. Offer subject to availability. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0157,20 shoppers viewed this item in the last hour. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0364,Only a handful remain in stock. Available in office. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0396,Open the size guide. Shop gaming mouse now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0268,Low stock alert: just 8 items remain. Available in home. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0085,Best-selling item in its collection. Available in fashion. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0377,Read care instructions. Offer subject to availability.,0,Not Dark Pattern,synthetic
SYN_SOC_0043,A top pick among recent visitors. Available in beauty. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0105,8 people added this item to cart today. Online only.,1,Social Proof,synthetic
SYN_MIS_0270,Continue without protection or savings. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0074,Hurry — this promotion closes in 8 hours. Shop running shoes now. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0050,Contact customer support. Shop running shoes now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_URG_0367,Act now to keep your discount active. Shop backpack now.,1,Urgency,synthetic
SYN_URG_0190,Hurry — this promotion closes in 3 hours. Available in home. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0110,This special price ends in 10 hours. Available in accessories. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0071,I do not want the better offer. Shop winter jacket now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_NOT_0231,Open the size guide. Offer subject to availability. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0019,Skip the discount and move on. Shop wireless earbuds now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0197,Continue without protection or savings. Available in office. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SOC_0328,12 shoppers viewed this item in the last hour. Shop water bottle now. People are paying attention to this item.,1,Social Proof,synthetic
